DailyStats,Temp(degC),Salinity(PSU),pH,DO(mg/l),precipitation(mm),Air_temp(degC)
2020-01-12 00:30:00,23.304970,35.376938,8.298032,6.073778,0.000000,20.053307
2020-01-12 00:35:00,23.119385,35.377140,8.320198,6.443442,0.000000,19.944746
2020-01-12 00:40:00,23.286654,35.462902,8.423316,6.270679,0.000000,20.040728
2020-01-12 00:45:00,23.607704,35.553715,8.340372,6.733416,0.000000,20.057055
2020-01-12 00:50:00,23.560108,35.244377,8.317837,6.102416,0.000000,20.874529
2020-01-12 00:55:00,23.247023,35.533367,8.342131,6.133462,0.000000,20.224361
2020-01-12 01:00:00,23.113010,35.349464,8.236899,6.312463,0.000000,20.197987
2020-01-12 01:05:00,23.556553,35.585194,8.219201,6.463408,0.000000,20.161451
2020-01-12 01:10:00,23.915237,35.404198,8.218545,6.447499,0.000000,20.374748
2020-01-12 01:15:00,23.526011,35.143539,8.241179,6.235481,0.000000,20.354034
2020-01-12 01:20:00,23.573006,35.463257,8.224094,6.456284,0.000000,19.648254
2020-01-12 01:25:00,23.168137,35.376350,8.149717,6.502990,0.000000,19.628170
2020-01-12 01:30:00,23.497505,35.330723,8.185363,6.121512,0.000000,20.304142
2020-01-12 01:35:00,23.426647,35.284271,8.227219,6.156045,0.000000,19.390816
2020-01-12 01:40:00,23.847483,35.213699,8.228063,6.095647,0.000000,20.141945
2020-01-12 01:45:00,23.775311,35.337925,8.144913,6.398885,0.000000,20.272888
2020-01-12 01:50:00,23.614349,35.357857,8.248109,6.493337,0.000000,20.399084
2020-01-12 01:55:00,23.901945,35.316360,8.168650,6.546203,0.000000,19.575729
2020-01-12 02:00:00,23.249163,35.291756,8.175529,6.534806,0.000000,20.267418
2020-01-12 02:05:00,23.282858,35.342419,8.306592,6.538644,0.000000,20.104933
2020-01-12 02:10:00,22.695166,35.371002,8.277744,6.447490,0.000000,20.464226
2020-01-12 02:15:00,23.755075,35.690971,8.273346,6.428592,0.000000,20.378700
2020-01-12 02:20:00,23.521704,35.319447,8.304112,6.665523,0.000000,20.289934
2020-01-12 02:25:00,23.553782,35.429665,8.299633,6.248305,0.000000,20.786068
2020-01-12 02:30:00,23.189545,35.375710,8.184917,6.525491,0.000000,20.219101
2020-01-12 02:35:00,23.038225,35.571831,8.265091,6.502664,0.000000,19.725327
2020-01-12 02:40:00,23.548092,35.511368,5.000000,6.471000,0.000000,19.948015
2020-01-12 02:45:00,23.490036,35.597958,8.188814,6.491741,0.000000,20.194752
2020-01-12 02:50:00,22.612768,35.424377,8.281347,6.363662,0.000000,19.980595
2020-01-12 02:55:00,23.988974,35.527756,8.242629,6.265267,0.000000,19.887835
2020-01-12 03:00:00,23.546646,35.486809,8.283702,6.600749,0.000000,20.261843
2020-01-12 03:05:00,23.503080,35.301926,8.259482,6.401960,0.000000,20.530621
2020-01-12 03:10:00,23.159836,35.306728,8.303954,6.748275,0.000000,20.182106
2020-01-12 03:15:00,23.862005,35.357632,8.216456,6.319075,0.000000,19.426357
2020-01-12 03:20:00,23.978016,35.286690,8.322520,6.767896,0.000000,20.178556
2020-01-12 03:25:00,23.096737,35.345181,8.305331,6.476344,0.000000,19.550749
2020-01-12 03:30:00,23.575937,35.253460,8.334981,6.478577,0.000000,19.789591
2020-01-12 03:35:00,23.205767,35.455803,8.450144,6.571971,0.000000,20.681309
2020-01-12 03:40:00,23.309368,35.382984,8.331232,6.729505,0.000000,20.560682
2020-01-12 03:45:00,23.150145,35.335148,8.283504,6.339962,0.000000,20.164093
2020-01-12 03:50:00,23.788370,35.346302,8.328467,6.521911,0.000000,20.255474
2020-01-12 03:55:00,22.952890,35.223640,8.382569,6.065521,0.000000,20.462702
2020-01-12 04:00:00,23.049995,35.403313,8.302445,6.131833,0.000000,20.473869
2020-01-12 04:05:00,23.781960,35.288315,8.316807,6.025506,0.000000,19.230959
2020-01-12 04:10:00,22.879108,35.428333,8.199739,6.206444,0.000000,20.673321
2020-01-12 04:15:00,24.064796,35.414688,8.335364,6.015803,0.000000,20.310987
2020-01-12 04:20:00,23.629162,35.264908,8.420585,6.025481,0.000000,19.900499
2020-01-12 04:25:00,23.745098,35.150185,8.299632,5.953242,0.000000,20.481764
2020-01-12 04:30:00,23.679646,35.440929,8.183042,5.991085,0.000000,21.311382
2020-01-12 04:35:00,23.071186,35.449734,8.286746,5.836697,0.000000,20.522108
2020-01-12 04:40:00,23.154266,35.385494,8.290133,6.106749,0.000000,20.497580
2020-01-12 04:45:00,23.469456,35.493996,8.306432,6.071488,0.000000,19.821043
2020-01-12 04:50:00,23.364456,35.228355,8.151686,6.075645,0.000000,20.213156
2020-01-12 04:55:00,22.998533,35.218006,8.328470,5.862317,0.000000,20.937572
2020-01-12 05:00:00,23.189705,35.159061,8.166528,6.045130,0.000000,19.734293
2020-01-12 05:10:00,23.140959,35.391464,8.227445,5.700032,0.000000,20.121721
2020-01-12 05:15:00,23.470360,35.377937,8.269757,5.508407,0.000000,20.399023
2020-01-12 05:20:00,23.522741,35.240826,8.130379,5.992952,0.000000,20.965126
2020-01-12 05:25:00,23.669830,35.117020,8.336169,5.781428,0.000000,20.775164
2020-01-12 05:30:00,23.144680,35.370403,8.192221,5.759392,0.000000,21.102667
2020-01-12 05:35:00,23.132078,35.115150,8.213481,5.769501,0.000000,20.279232
2020-01-12 05:40:00,23.328800,35.391647,8.256433,5.344830,0.000000,21.105751
2020-01-12 05:45:00,23.375698,35.204464,8.157239,5.368318,0.000000,20.555117
2020-01-12 05:50:00,23.125795,35.290489,8.224777,5.329422,0.000000,21.835825
2020-01-12 05:55:00,23.203121,35.285522,8.152631,5.758642,0.000000,20.643595
2020-01-12 06:00:00,22.922537,35.333614,8.198385,5.761202,0.000000,20.642681
2020-01-12 06:05:00,23.481783,35.228340,8.154467,5.871949,0.000000,20.676542
2020-01-12 06:10:00,22.969889,35.252586,8.165332,5.497914,0.000000,21.644060
2020-01-12 06:15:00,23.573090,35.436684,8.184536,5.475159,0.000000,21.479292
2020-01-12 06:20:00,23.056164,35.340137,8.155350,5.701949,0.000000,21.001606
2020-01-12 06:25:00,22.904070,35.384270,8.141159,5.332063,0.000000,21.344154
2020-01-12 06:30:00,23.475317,35.235859,8.121726,5.252291,0.000000,21.184565
2020-01-12 06:35:00,22.774925,35.498402,8.156438,5.525173,0.000000,20.932642
2020-01-12 06:40:00,22.858253,35.413792,8.237529,5.431174,0.000000,21.587877
2020-01-12 06:45:00,23.314608,35.470894,8.119468,5.843969,0.000000,21.833437
2020-01-12 06:50:00,22.969461,35.535507,8.117897,5.849567,600.000000,22.057079
2020-01-12 06:55:00,23.467789,35.361889,8.098297,5.439516,0.000000,23.004692
2020-01-12 07:00:00,23.785833,35.295101,8.158648,5.358284,0.000000,22.060505
2020-01-12 07:05:00,22.674461,35.317627,8.166209,5.791210,0.000000,21.799620
2020-01-12 07:10:00,23.051468,35.474686,8.158902,5.846554,0.000000,22.460432
2020-01-12 07:15:00,23.452051,35.402748,8.184366,5.354406,0.000000,23.044369
2020-01-12 07:20:00,22.680393,35.415939,8.196384,5.507565,0.000000,22.822201
2020-01-12 07:25:00,23.162535,35.425156,8.186483,5.395287,0.000000,22.240210
2020-01-12 07:30:00,22.275240,35.351086,8.180965,5.719227,0.000000,23.013578
2020-01-12 07:35:00,22.774393,35.401638,8.159123,5.543769,0.000000,23.441652
2020-01-12 07:40:00,23.491947,35.217415,8.214821,5.717894,0.000000,23.306543
2020-01-12 07:45:00,22.810598,35.380062,8.152395,5.576396,0.000000,23.225784
2020-01-12 07:50:00,22.572229,35.450741,8.138480,5.729824,0.000000,23.929926
2020-01-12 07:55:00,23.427511,35.395344,8.179978,5.607809,0.000000,23.413818
2020-01-12 08:00:00,22.927853,35.433254,8.138814,5.404042,0.000000,24.010330
2020-01-12 08:05:00,23.153158,35.444340,8.167987,5.985358,0.000000,25.540766
2020-01-12 08:10:00,23.148916,35.423641,8.130761,5.565076,0.000000,24.269566
2020-01-12 08:15:00,22.932289,35.443214,8.110772,5.643454,0.000000,23.547121
2020-01-12 08:20:00,22.911497,35.335014,8.193403,5.365849,0.000000,24.585119
2020-01-12 08:25:00,23.374405,35.410149,8.214968,5.463371,0.000000,25.117048
2020-01-12 08:30:00,23.257675,35.323814,8.201731,5.884003,0.000000,24.718161
2020-01-12 08:35:00,23.103716,35.362476,8.241169,5.574255,0.000000,25.047379
2020-01-12 08:40:00,23.836142,35.498306,8.226218,5.947211,0.000000,25.721756
2020-01-12 08:45:00,22.873207,35.492523,8.127184,5.484638,0.000000,25.966412
2020-01-12 08:55:00,23.072847,35.391647,8.099526,5.779150,0.000000,26.030741
2020-01-12 09:00:00,23.248789,35.445854,8.191609,5.436896,0.000000,26.071617
2020-01-12 09:05:00,23.056028,35.419704,8.090510,5.378515,0.000000,25.808861
2020-01-12 09:10:00,22.909252,35.242348,8.180399,5.709156,0.000000,26.302679
2020-01-12 09:15:00,22.577244,35.391891,8.138387,5.813832,0.000000,26.749914
2020-01-12 09:20:00,23.599756,35.442314,8.108361,5.993011,0.000000,26.404705
2020-01-12 09:25:00,22.583658,35.391769,8.164158,5.507502,0.000000,26.474167
2020-01-12 09:30:00,23.143801,35.435024,8.173182,6.003822,0.000000,26.989738
2020-01-12 09:35:00,23.022602,35.333717,8.082929,5.188682,0.000000,27.585566
2020-01-12 09:40:00,23.138617,35.381752,8.105191,5.696342,0.000000,26.707960
2020-01-12 09:45:00,22.968552,35.444832,8.216172,5.634186,0.000000,27.842808
2020-01-12 09:50:00,23.715519,35.536358,8.125306,5.714599,0.000000,26.672749
2020-01-12 09:55:00,22.951250,35.549850,8.298774,5.502326,0.000000,27.064896
2020-01-12 10:00:00,22.991228,35.291798,8.159357,5.811760,0.000000,27.480093
2020-01-12 10:05:00,23.305754,35.461628,8.243447,5.762118,0.000000,27.264719
2020-01-12 10:10:00,22.579592,35.546764,8.117396,5.660356,0.000000,27.754774
2020-01-12 10:15:00,23.435760,35.329334,8.265928,5.898092,0.000000,27.462637
2020-01-12 10:20:00,23.253002,35.486961,8.171975,5.292323,0.000000,28.714048
2020-01-12 10:25:00,23.516493,35.577152,8.195232,5.928224,0.000000,28.481031
2020-01-12 10:30:00,23.033764,35.363365,8.253813,5.341238,0.000000,27.891346
2020-01-12 10:35:00,23.029518,35.679939,8.287657,5.637674,0.000000,29.006424
2020-01-12 10:40:00,23.314976,35.347515,8.187254,5.399162,0.000000,28.530500
2020-01-12 10:45:00,22.978439,35.366062,8.189916,5.610822,0.000000,28.327644
2020-01-12 10:50:00,22.855761,35.647182,8.130911,5.729606,0.000000,28.822386
2020-01-12 10:55:00,22.963060,35.340397,8.156690,5.430941,0.000000,27.502804
2020-01-12 11:00:00,50.000000,35.351562,8.264549,5.887688,0.000000,28.671263
2020-01-12 11:05:00,22.809668,35.594173,8.164563,5.694089,0.000000,27.333817
2020-01-12 11:10:00,23.533495,35.427982,8.094403,5.633842,0.000000,27.544062
2020-01-12 11:15:00,23.204933,35.426777,8.169700,5.901437,0.000000,28.289427
2020-01-12 11:20:00,22.579468,35.376530,8.177287,6.475439,0.000000,28.394993
2020-01-12 11:25:00,23.106503,35.135887,8.273865,5.930257,0.000000,28.414360
2020-01-12 11:30:00,22.971592,35.422909,8.174990,5.873818,0.000000,27.392939
2020-01-12 11:35:00,23.318954,35.459293,8.159471,5.610044,0.000000,28.342083
2020-01-12 11:40:00,23.378155,35.334290,8.181550,6.033652,0.000000,28.971659
2020-01-12 11:45:00,23.286779,35.296963,8.140526,5.977277,0.000000,28.005600
2020-01-12 11:50:00,23.310778,35.438683,8.250232,5.860291,0.000000,27.617147
2020-01-12 11:55:00,23.712952,35.480923,8.247273,6.030964,0.000000,28.283981
2020-01-12 12:00:00,23.923105,35.520287,8.341991,5.707248,0.000000,28.119026
2020-01-12 12:05:00,23.225170,35.240841,8.176381,5.784722,0.000000,27.798332
2020-01-12 12:10:00,23.011288,35.435154,8.208720,5.762262,0.000000,27.851292
2020-01-12 12:15:00,23.608150,35.406231,8.129611,5.853660,0.000000,27.372591
2020-01-12 12:20:00,23.024252,35.418732,8.200295,5.765376,0.000000,28.541351
2020-01-12 12:25:00,23.003189,35.374294,8.269273,6.025535,0.000000,27.140425
2020-01-12 12:30:00,23.741978,35.332615,8.249468,5.912038,0.000000,27.156649
2020-01-12 12:35:00,23.054762,35.287785,8.265917,6.199706,0.000000,27.477818
2020-01-12 12:40:00,23.524748,35.254196,8.211541,6.517831,0.000000,27.081362
2020-01-12 12:45:00,23.720215,35.343212,8.266151,6.546598,0.000000,27.104551
2020-01-12 12:50:00,23.720676,35.424843,8.202110,6.431064,0.000000,26.067142
2020-01-12 12:55:00,23.133142,35.427002,8.241426,6.445397,0.000000,26.683733
2020-01-12 13:00:00,23.191061,35.481178,8.230555,6.424053,0.000000,26.754063
2020-01-12 13:05:00,23.192528,35.396511,8.248016,6.562107,0.000000,26.095966
2020-01-12 13:10:00,23.997362,35.371750,8.257848,6.465165,0.000000,26.001965
2020-01-12 13:15:00,23.883709,35.409256,8.241479,6.574134,0.000000,26.179047
2020-01-12 13:20:00,24.047586,35.187954,8.283804,6.372150,0.000000,26.252186
2020-01-12 13:25:00,23.843012,35.225292,8.311424,6.050669,0.000000,25.201002
2020-01-12 13:30:00,23.166878,35.361420,8.295157,6.573676,0.000000,25.285412
2020-01-12 13:35:00,23.600607,35.251553,8.233503,6.387203,0.000000,25.407986
2020-01-12 13:40:00,23.550829,35.201534,8.333386,6.506164,0.000000,24.703499
2020-01-12 13:45:00,23.100531,35.207596,8.337905,6.387743,0.000000,25.564262
2020-01-12 13:50:00,23.490236,35.227894,8.320038,6.756252,0.000000,25.460447
2020-01-12 13:55:00,22.955410,35.339924,8.299737,6.549808,0.000000,24.994591
2020-01-12 14:00:00,23.267315,35.309204,8.282141,6.650150,0.000000,24.551376
2020-01-12 14:05:00,23.341421,35.129238,8.244072,6.421382,0.000000,25.004200
2020-01-12 14:10:00,23.284420,35.202839,8.329232,6.287347,0.000000,24.248627
2020-01-12 14:15:00,23.592567,35.131577,8.300042,6.699768,0.000000,24.399422
2020-01-12 14:20:00,23.650957,35.298325,8.315649,6.101330,0.000000,23.761787
2020-01-12 14:25:00,23.457798,35.367996,8.312313,6.506822,0.000000,23.265966
2020-01-12 14:30:00,23.029684,35.298847,8.328104,6.244775,0.000000,22.882191
2020-01-12 14:35:00,23.787941,35.334431,8.213431,6.677272,0.000000,23.733652
2020-01-12 14:40:00,23.637634,35.285702,8.348865,6.632790,0.000000,23.118437
2020-01-12 14:45:00,23.394884,35.358555,8.328355,6.710925,0.000000,22.578009
2020-01-12 14:50:00,23.418188,35.311165,8.319306,6.343909,0.000000,23.638578
2020-01-12 14:55:00,23.436632,35.430859,8.336287,6.753271,0.000000,22.992428
2020-01-12 15:00:00,23.594597,35.334599,8.265108,6.411930,0.000000,23.300684
2020-01-12 15:05:00,23.507095,35.188484,8.291268,6.627646,0.000000,22.235552
2020-01-12 15:10:00,23.571190,35.326756,5.000000,6.419963,0.000000,23.049330
2020-01-12 15:15:00,23.972385,35.309959,8.320571,6.669114,0.000000,22.471159
2020-01-12 15:20:00,23.309191,35.514221,8.354864,6.811198,0.000000,22.454948
2020-01-12 15:25:00,23.670218,35.298134,8.220937,6.796995,0.000000,21.398554
2020-01-12 15:30:00,23.799923,35.357914,8.292240,6.643392,0.000000,21.619905
2020-01-12 15:35:00,23.613733,35.349979,8.290035,6.657884,0.000000,22.048754
2020-01-12 15:40:00,23.814785,35.163235,8.303219,6.690444,0.000000,21.566120
2020-01-12 15:45:00,23.413685,35.478027,8.342817,7.198683,0.000000,22.224644
2020-01-12 15:50:00,23.736406,35.439056,8.267488,7.264539,0.000000,21.557146
2020-01-12 15:55:00,22.940310,35.263641,8.275373,6.991408,0.000000,21.749748
2020-01-12 16:00:00,22.986883,35.392326,8.348053,6.982128,0.000000,21.864138
2020-01-12 16:05:00,23.834385,35.424721,8.309391,6.960982,0.000000,21.988972
2020-01-12 16:10:00,23.644411,35.355915,8.329400,7.025463,0.000000,21.994047
2020-01-12 16:15:00,23.398636,35.342827,8.358818,7.127973,0.000000,20.949131
2020-01-12 16:20:00,23.561710,35.272388,8.380349,6.797072,0.000000,21.348700
2020-01-12 16:25:00,23.365923,35.254406,8.280780,6.819022,0.000000,21.478432
2020-01-12 16:30:00,23.705820,35.418228,8.335492,6.842059,0.000000,21.338017
2020-01-12 16:35:00,23.916092,35.439922,8.272716,6.803806,0.000000,20.193066
2020-01-12 16:40:00,23.565844,35.296898,8.341322,6.709743,0.000000,21.192760
2020-01-12 16:45:00,23.262964,35.280464,8.265519,6.544227,0.000000,20.832081
2020-01-12 16:50:00,23.395075,0.000000,8.281194,6.889923,0.000000,20.924889
2020-01-12 16:55:00,24.023981,35.100197,8.304376,6.659574,0.000000,20.625477
2020-01-12 17:00:00,24.029137,35.562172,8.294785,7.179333,0.000000,21.173944
2020-01-12 17:05:00,23.260553,35.149700,8.289736,6.637771,0.000000,20.740866
2020-01-12 17:10:00,23.369005,35.426083,8.402657,7.054141,0.000000,20.823490
2020-01-12 17:15:00,23.563671,35.314705,8.358284,6.691443,0.000000,20.976336
2020-01-12 17:20:00,23.982019,35.279999,8.502662,6.772827,0.000000,19.899597
2020-01-12 17:25:00,23.322739,35.462536,8.354882,6.805786,0.000000,21.358765
2020-01-12 17:30:00,23.739599,35.310577,8.385820,7.172194,0.000000,20.918242
2020-01-12 17:35:00,23.715240,35.467041,8.367585,6.954054,0.000000,20.663588
2020-01-12 17:40:00,23.081587,35.405006,8.376837,7.020135,0.000000,20.211288
2020-01-12 17:45:00,23.386553,35.510574,8.388842,6.390286,0.000000,20.034916
2020-01-12 17:50:00,23.362127,35.511490,8.442875,6.723595,0.000000,20.306347
2020-01-12 17:55:00,23.309393,35.466396,8.351131,6.953055,0.000000,19.869358
2020-01-12 18:00:00,23.630625,35.444511,8.314273,6.985468,0.000000,20.226223
2020-01-12 18:05:00,23.428593,35.376640,8.328037,6.740806,0.000000,20.710594
2020-01-12 18:10:00,23.471451,35.303333,8.390003,7.163249,0.000000,19.963549
2020-01-12 18:15:00,23.694059,35.367805,8.363695,7.036939,0.000000,19.928303
2020-01-12 18:20:00,23.557270,35.433472,8.251089,6.450046,0.000000,19.832531
2020-01-12 18:25:00,23.524473,35.345131,8.384858,6.448114,0.000000,19.931101
2020-01-12 18:30:00,23.479561,35.277348,8.292785,6.649015,0.000000,20.360132
2020-01-12 18:35:00,23.560011,35.334190,8.296800,6.694654,0.000000,19.405443
2020-01-12 18:40:00,23.616354,35.470871,8.336960,6.431387,0.000000,20.407484
2020-01-12 18:45:00,23.394053,35.429146,8.406880,7.068939,0.000000,20.380753
2020-01-12 18:50:00,23.174749,35.258694,8.294794,6.756660,0.000000,20.955631
2020-01-12 19:00:00,23.445507,35.402546,8.232556,6.602718,0.000000,20.842594
2020-01-12 19:05:00,23.676823,35.230869,8.256219,6.966710,0.000000,20.320019
2020-01-12 19:10:00,23.327475,35.318542,8.284498,6.491277,0.000000,20.841093
2020-01-12 19:15:00,23.551380,35.272675,8.333529,6.723512,0.000000,19.658077
2020-01-12 19:20:00,23.684698,35.280575,8.296596,7.022203,600.000000,21.016167
2020-01-12 19:25:00,24.158915,35.487747,8.255831,6.821103,0.000000,19.822941
2020-01-12 19:30:00,23.342831,35.336895,8.219235,6.860251,0.000000,20.652861
2020-01-12 19:35:00,23.471666,35.299732,8.327181,6.807689,0.000000,19.703516
2020-01-12 19:40:00,23.945086,35.348320,8.247334,6.631829,0.000000,19.237135
2020-01-12 19:45:00,24.324181,35.313690,8.230042,6.432137,0.000000,19.793440
2020-01-12 19:50:00,23.210983,35.306011,8.323516,6.705705,0.000000,20.923973
2020-01-12 19:55:00,23.570419,35.415443,8.322113,7.093326,0.000000,20.755489
2020-01-12 20:00:00,23.652874,35.220802,8.343367,6.879049,0.000000,20.430014
2020-01-12 20:05:00,24.101906,35.300266,8.378578,6.982263,0.000000,20.011127
2020-01-12 20:10:00,23.476463,35.214046,8.363681,6.680441,0.000000,20.103220
2020-01-12 20:15:00,23.807253,35.199902,8.311148,7.044504,0.000000,20.731113
2020-01-12 20:20:00,23.974409,35.584816,8.371058,7.104792,0.000000,21.084663
2020-01-12 20:25:00,23.266541,35.270435,8.376834,7.003966,0.000000,19.803160
2020-01-12 20:30:00,23.588594,35.372242,8.396398,6.672621,0.000000,20.066563
2020-01-12 20:35:00,24.001440,35.389584,8.295526,6.623098,0.000000,19.812439
2020-01-12 20:40:00,23.492107,35.299332,8.386419,6.516348,0.000000,20.197962
2020-01-12 20:45:00,23.404203,35.482956,8.391509,6.932086,0.000000,20.303352
2020-01-12 20:50:00,23.544729,35.348160,8.299726,6.532566,0.000000,20.498751
2020-01-12 20:55:00,23.491877,35.274815,8.323130,6.551653,0.000000,20.916136
2020-01-12 21:00:00,23.428946,35.369076,8.330710,6.621107,0.000000,20.525324
2020-01-12 21:05:00,23.342754,35.335587,8.140306,6.681016,0.000000,20.113972
2020-01-12 21:10:00,23.888645,35.249481,8.334891,7.019578,0.000000,20.436953
2020-01-12 21:15:00,23.329609,35.270535,8.293258,6.506658,0.000000,20.398762
2020-01-12 21:20:00,23.707630,35.213367,8.349464,6.426416,0.000000,20.531834
2020-01-12 21:25:00,23.847885,35.279861,8.276463,6.441457,0.000000,19.801548
2020-01-12 21:30:00,23.638224,35.406193,8.398248,6.688423,0.000000,20.623737
2020-01-12 21:35:00,23.581793,35.237915,8.337620,6.383818,0.000000,20.146339
2020-01-12 21:40:00,23.709059,35.364422,8.333138,6.769787,0.000000,19.835184
2020-01-12 21:45:00,23.858843,35.241016,8.333070,6.640967,0.000000,20.808813
2020-01-12 21:50:00,24.003132,35.216690,8.265478,6.644167,0.000000,21.522131
2020-01-12 21:55:00,23.657804,35.186310,8.326417,6.312943,0.000000,20.258125
2020-01-12 22:00:00,23.163773,35.323902,8.258941,6.737863,0.000000,20.718929
2020-01-12 22:05:00,23.774830,35.227627,8.338301,6.478729,0.000000,20.783615
2020-01-12 22:10:00,24.155575,35.375607,8.258733,6.688928,0.000000,20.649176
2020-01-12 22:15:00,24.092253,35.373951,8.447532,6.638632,0.000000,21.143438
2020-01-12 22:20:00,23.580379,35.306931,8.246041,6.867945,0.000000,20.423361
2020-01-12 22:25:00,23.722406,35.407600,8.321463,6.267455,0.000000,20.260885
2020-01-12 22:30:00,23.612745,35.268948,8.345117,6.681562,0.000000,21.968670
2020-01-12 22:35:00,23.681648,35.396648,8.335491,6.608253,0.000000,21.559895
2020-01-12 22:40:00,22.983032,35.273300,8.304037,6.529351,0.000000,21.049131
2020-01-12 22:45:00,23.913349,35.111561,8.301422,6.380357,0.000000,20.664877
2020-01-12 22:50:00,23.811481,35.273720,8.238922,6.341708,0.000000,20.772598
2020-01-12 22:55:00,23.753613,35.052151,8.305092,6.481597,0.000000,20.735195
2020-01-12 23:00:00,23.990520,35.204872,8.276788,6.338179,0.000000,20.565584
2020-01-12 23:05:00,23.769299,35.025356,8.316015,6.316753,0.000000,21.179508
2020-01-12 23:10:00,24.119434,35.194469,8.291814,6.267527,0.000000,20.902941
2020-01-12 23:15:00,23.520679,35.000954,8.277050,6.391848,0.000000,20.748375
2020-01-12 23:20:00,23.933638,34.922390,8.321670,6.587362,0.000000,20.839140
2020-01-12 23:25:00,23.838348,34.970177,8.263668,6.539403,0.000000,20.853930
2020-01-12 23:30:00,50.000000,35.060699,8.218007,6.882172,0.000000,20.256035
2020-01-12 23:35:00,24.138346,34.905682,8.258136,6.917337,0.000000,21.317198
2020-01-12 23:40:00,23.933170,34.831200,8.282857,6.489229,0.000000,20.860138
2020-01-12 23:45:00,23.821083,34.918175,8.416912,6.743634,0.000000,21.703989
2020-01-12 23:50:00,24.155270,35.059464,8.270438,6.520321,0.000000,21.112396
2020-01-12 23:55:00,24.157143,35.110458,8.267066,6.445112,0.000000,21.408297
2020-01-13 00:00:00,23.918343,34.989143,8.327024,6.463310,0.000000,21.398191
2020-01-13 00:05:00,23.965157,34.674622,8.260000,6.760135,0.000000,21.199020
2020-01-13 00:10:00,23.990454,35.171951,8.268574,6.376484,0.000000,21.300678
2020-01-13 00:15:00,24.301943,34.774040,8.233464,6.779202,0.000000,21.412836
2020-01-13 00:20:00,23.533640,34.915756,8.412153,6.408039,0.000000,21.370014
2020-01-13 00:25:00,23.755535,34.903385,8.302472,6.762073,0.000000,21.371914
2020-01-13 00:30:00,24.187740,34.996441,8.248554,6.579467,0.000000,21.405613
2020-01-13 00:35:00,24.000212,34.832081,8.454638,6.602066,0.000000,21.988192
2020-01-13 00:40:00,23.787325,35.113636,8.261847,6.320868,0.000000,21.947733
2020-01-13 00:45:00,24.092529,34.897812,8.224708,7.052510,0.000000,21.273184
2020-01-13 00:50:00,24.232920,34.933689,8.334349,6.501315,0.000000,21.827839
2020-01-13 00:55:00,24.122675,35.033085,8.304380,6.765009,0.000000,21.357718
2020-01-13 01:00:00,23.721722,35.019634,8.314506,6.340513,0.000000,21.108406
2020-01-13 01:05:00,23.783932,35.003109,8.381088,6.753690,0.000000,21.297586
2020-01-13 01:10:00,24.072243,34.917225,8.263086,6.558709,0.000000,21.589911
2020-01-13 01:15:00,23.519375,35.047985,8.321164,6.791747,0.000000,20.979048
2020-01-13 01:20:00,24.109991,34.945164,8.423136,6.618868,0.000000,21.918884
2020-01-13 01:25:00,23.832502,34.842091,8.301955,6.547906,0.000000,21.582260
2020-01-13 01:30:00,24.188919,34.992813,8.342514,6.577279,0.000000,21.733366
2020-01-13 01:35:00,24.578447,34.903873,8.332552,6.661752,0.000000,21.408234
2020-01-13 01:40:00,23.438137,35.002460,8.369425,6.083659,0.000000,21.696444
2020-01-13 01:45:00,23.976812,34.944946,8.342752,6.455067,0.000000,21.562290
2020-01-13 01:50:00,24.227753,34.843700,8.375951,6.645453,0.000000,21.526550
2020-01-13 01:55:00,23.427078,34.901928,8.330975,6.671581,0.000000,21.404396
2020-01-13 02:00:00,23.869600,34.795475,8.362217,6.229765,0.000000,22.131107
2020-01-13 02:05:00,23.728727,34.862961,8.398652,6.165476,0.000000,21.508205
2020-01-13 02:10:00,24.064377,34.840008,8.298199,6.103798,0.000000,21.854073
2020-01-13 02:20:00,24.141634,34.949070,8.290606,6.648473,0.000000,21.539186
2020-01-13 02:25:00,23.607637,34.892193,8.318380,6.473729,0.000000,21.466946
2020-01-13 02:30:00,23.271919,34.909122,8.315145,6.260287,0.000000,21.800596
2020-01-13 02:35:00,23.480415,35.042114,8.256837,6.213012,0.000000,22.509495
2020-01-13 02:40:00,23.983971,34.887676,8.342872,6.477533,0.000000,22.099314
2020-01-13 02:45:00,23.502892,34.746857,8.383111,6.414913,0.000000,21.527569
2020-01-13 02:50:00,23.870371,34.988628,8.316567,6.558599,0.000000,22.228624
2020-01-13 02:55:00,23.989021,34.965786,8.331251,6.331211,0.000000,21.683933
2020-01-13 03:00:00,23.859764,34.929329,8.318830,6.557623,0.000000,22.286018
2020-01-13 03:05:00,24.454052,34.890247,8.277260,6.318454,0.000000,21.670568
2020-01-13 03:10:00,24.320009,34.899948,8.418454,6.785550,0.000000,21.999790
2020-01-13 03:15:00,23.543308,34.976990,8.326065,6.587849,0.000000,21.291822
2020-01-13 03:20:00,23.927717,34.823654,8.449581,6.483581,0.000000,21.905891
2020-01-13 03:25:00,23.921740,35.027435,8.359175,6.613957,0.000000,22.215492
2020-01-13 03:30:00,23.971426,34.866505,8.288260,6.252798,0.000000,22.247639
2020-01-13 03:35:00,24.060116,34.849842,8.259517,6.427814,0.000000,22.047762
2020-01-13 03:40:00,23.982206,35.044952,5.000000,6.488434,0.000000,21.766285
2020-01-13 03:45:00,23.735003,34.940666,8.300076,6.110134,0.000000,22.071560
